student_id,name,programme,level,semester,gpa,attendance,credit_ratio,failed_modules,financial_flag,repeated_course,probation,dropout
UEN/BA/2020/254,Barimah Fordjour,Business Admin.,100,2,3.19,82.2,0.696,0,0,0,0,0
UEN/EE/2021/255,Ewurama Barimah,Electrical Eng.,200,1,3.61,82.3,0.732,1,0,0,0,0
UEN/EE/2020/256,Kwame Bonsu,Electrical Eng.,100,2,3.66,93.2,0.926,0,0,0,0,0
UEN/ME/2021/257,Kwadwo Addo,Mech. Engineering,200,2,3.5,98.4,0.913,0,0,0,0,0
UEN/CS/2021/258,Ewurama Amoah,Computer Science,200,2,2.33,81.8,0.488,2,0,1,0,1
UEN/CS/2020/259,Kwesi Sarpong,Computer Science,100,1,2.92,94.2,0.954,0,0,0,0,0
UEN/CS/2020/260,Nana Tawiah,Computer Science,100,1,3.38,93.5,0.614,2,0,0,0,0
UEN/ME/2020/261,Akosua Agyemang,Mech. Engineering,100,2,3.44,83.5,0.812,2,0,0,0,0
UEN/ME/2022/262,Kweku Amoah,Mech. Engineering,300,2,3.79,89.3,1.048,1,0,0,0,0
UEN/BA/2023/263,Kweku Frimpong,Business Admin.,400,2,2.97,70.9,1.078,1,0,0,0,0
UEN/BA/2020/264,Abena Ntiamoah,Business Admin.,100,1,2.42,65.7,0.553,1,0,0,0,0
UEN/ME/2020/265,Kojo Darko,Mech. Engineering,100,1,3.81,100.0,0.921,0,0,0,0,0
UEN/BA/2020/266,Ato Asante,Business Admin.,100,2,3.08,78.0,0.766,1,0,0,0,0
UEN/BA/2021/267,Maame Adjei,Business Admin.,200,2,2.02,62.7,0.663,3,0,0,0,1
UEN/BA/2022/268,Ewurama Danso,Business Admin.,300,2,3.73,100.0,0.758,0,0,0,0,0
UEN/EE/2020/269,Yaw Sarpong,Electrical Eng.,100,1,3.69,81.8,0.895,0,0,0,0,0
UEN/ME/2020/270,Kow Frimpong,Mech. Engineering,100,2,1.89,49.2,0.449,3,1,0,0,1
UEN/CS/2023/271,Ato Agyemang,Computer Science,400,1,2.3,80.7,0.717,2,0,0,0,0
UEN/BA/2021/272,Barimah Owusu,Business Admin.,200,2,3.51,93.4,0.836,0,0,0,0,0
UEN/CS/2023/273,Barimah Owusu,Computer Science,400,1,2.56,68.4,0.743,1,0,0,0,0
UEN/BA/2023/274,Adwoa Antwi,Business Admin.,400,2,3.35,100.0,0.863,1,0,0,0,0
UEN/EE/2022/275,Ohemaa Asante,Electrical Eng.,300,1,3.34,78.0,1.024,1,0,0,0,0
UEN/EE/2020/276,Serwaa Asante,Electrical Eng.,100,1,2.18,77.8,0.466,3,0,0,0,1
UEN/CS/2020/277,Fiifi Acheampong,Computer Science,100,1,3.18,82.8,0.984,2,0,0,0,0
UEN/ME/2023/278,Kwame Boateng,Mech. Engineering,400,1,2.14,71.0,0.515,3,0,0,0,1
UEN/EE/2022/279,Kofi Danso,Electrical Eng.,300,1,2.87,89.2,0.78,1,0,0,0,0
UEN/BA/2021/280,Esi Appiah,Business Admin.,200,1,3.87,97.6,0.803,0,0,0,0,0
UEN/CS/2022/281,Efua Quartey,Computer Science,300,2,3.53,86.2,1.093,1,0,0,0,0
UEN/BA/2021/282,Kobby Kumi,Business Admin.,200,2,3.75,92.2,0.748,0,0,0,0,0
UEN/ME/2020/283,Fiifi Mensah,Mech. Engineering,100,1,3.55,99.6,0.925,1,0,0,0,0
UEN/ME/2023/284,Yaw Darko,Mech. Engineering,400,1,3.67,82.2,1.067,0,0,0,0,0
UEN/ME/2022/285,Esi Owusu,Mech. Engineering,300,1,2.99,74.7,0.757,2,0,0,0,0
UEN/EE/2020/286,Owusu Amoah,Electrical Eng.,100,2,3.51,95.2,0.826,0,0,0,0,0
UEN/BA/2022/287,Kojo Acheampong,Business Admin.,300,1,3.39,85.0,0.895,1,0,0,0,0
UEN/ME/2021/288,Abena Owusu,Mech. Engineering,200,2,3.34,89.1,0.859,1,0,0,0,0
UEN/CS/2022/289,Akua Sarpong,Computer Science,300,1,3.4,83.2,1.019,1,0,0,0,0
UEN/ME/2022/290,Kwadwo Tawiah,Mech. Engineering,300,1,3.54,74.2,0.617,1,0,0,0,0
UEN/CS/2023/291,Adjoa Ntiamoah,Computer Science,400,1,2.75,72.8,0.682,1,0,0,0,0
UEN/EE/2023/292,Ewurama Quartey,Electrical Eng.,400,1,2.49,75.7,0.745,2,0,0,0,1
UEN/EE/2022/293,Kobby Agyei,Electrical Eng.,300,1,3.2,81.4,0.845,1,0,0,0,0
UEN/CS/2023/294,Akosua Antwi,Computer Science,400,1,3.63,100.0,0.932,0,0,0,0,0
UEN/CS/2022/295,Kwame Antwi,Computer Science,300,1,2.79,83.3,0.675,1,0,0,0,0
UEN/EE/2022/296,Poku Ntiamoah,Electrical Eng.,300,1,2.93,66.1,0.609,1,0,0,0,0
UEN/ME/2021/297,Kobby Nyarko,Mech. Engineering,200,1,2.37,82.5,0.707,1,0,0,0,0
UEN/BA/2021/298,Afia Sarpong,Business Admin.,200,1,3.13,84.4,0.872,1,0,0,0,0
UEN/ME/2022/299,Yaw Bonsu,Mech. Engineering,300,1,3.34,79.3,0.857,1,0,0,0,0
UEN/EE/2021/300,Nana Ntiamoah,Electrical Eng.,200,2,3.46,76.8,0.847,1,0,0,0,0
UEN/EE/2022/301,Ama Acheampong,Electrical Eng.,300,2,1.99,64.0,0.827,1,0,0,0,0
UEN/EE/2022/302,Akua Barimah,Electrical Eng.,300,2,1.9,72.8,0.511,2,1,0,0,1
UEN/BA/2020/303,Kow Barimah,Business Admin.,100,1,3.06,79.2,0.842,2,0,0,0,0
UEN/ME/2021/304,Kofi Ntiamoah,Mech. Engineering,200,1,2.38,77.7,0.708,1,0,0,0,1
UEN/BA/2023/305,Ato Adjei,Business Admin.,400,2,3.5,93.8,1.002,1,0,0,0,0
UEN/ME/2023/306,Kweku Barimah,Mech. Engineering,400,1,2.9,86.8,0.906,0,0,0,0,0
UEN/CS/2021/307,Ato Bonsu,Computer Science,200,2,4.0,85.4,0.948,0,0,0,0,0
UEN/CS/2021/308,Poku Danso,Computer Science,200,1,3.39,90.3,0.66,0,0,0,0,0
UEN/CS/2022/309,Yaw Darko,Computer Science,300,2,1.82,68.2,0.515,3,0,0,0,1
UEN/EE/2023/310,Kweku Twumasi,Electrical Eng.,400,1,3.94,93.1,0.857,1,0,0,0,0
UEN/BA/2021/311,Kwesi Amoah,Business Admin.,200,1,2.72,80.7,0.74,2,0,0,0,0
UEN/EE/2022/312,Poku Agyemang,Electrical Eng.,300,2,2.62,80.2,0.852,1,0,0,0,0
UEN/BA/2023/313,Kwadwo Bonsu,Business Admin.,400,2,2.83,74.9,0.532,1,0,0,0,0
UEN/CS/2023/314,Kwabena Adjei,Computer Science,400,2,3.69,100.0,0.935,0,0,0,0,0
UEN/BA/2022/315,Ama Quartey,Business Admin.,300,2,3.37,70.9,0.977,2,0,0,0,0
UEN/BA/2020/316,Poku Asante,Business Admin.,100,1,3.99,88.9,0.892,0,0,0,0,0
UEN/CS/2020/317,Kojo Asante,Computer Science,100,1,2.88,90.5,0.822,1,0,0,0,0
UEN/BA/2020/318,Ohemaa Agyemang,Business Admin.,100,2,3.26,83.5,0.802,0,0,0,0,0
UEN/ME/2020/319,Kow Tawiah,Mech. Engineering,100,1,2.17,64.0,0.465,3,0,0,0,1
UEN/EE/2023/320,Kobby Barimah,Electrical Eng.,400,2,3.44,89.3,0.861,2,0,0,0,0
UEN/EE/2021/321,Ama Ansah,Electrical Eng.,200,1,3.35,79.9,0.877,1,0,0,0,0
UEN/BA/2023/322,Ama Owusu,Business Admin.,400,1,3.95,100.0,0.862,1,0,0,0,0
UEN/CS/2023/323,Ohemaa Owusu,Computer Science,400,2,3.11,83.8,0.903,2,0,0,0,0
UEN/CS/2020/324,Maame Antwi,Computer Science,100,2,3.16,92.1,1.086,0,0,0,0,0
UEN/EE/2020/325,Ama Agyemang,Electrical Eng.,100,2,3.42,95.1,0.972,1,0,0,0,0
UEN/BA/2020/326,Esi Ansah,Business Admin.,100,1,1.87,54.8,0.746,2,0,0,0,1
UEN/CS/2020/327,Serwaa Mensah,Computer Science,100,1,3.5,100.0,1.083,0,0,0,0,0
UEN/CS/2021/328,Kwame Fordjour,Computer Science,200,2,2.97,76.2,0.621,3,0,0,0,0
UEN/CS/2021/329,Adwoa Fordjour,Computer Science,200,1,2.9,86.7,0.771,1,0,0,0,0
UEN/EE/2022/330,Owusu Adjei,Electrical Eng.,300,1,3.32,76.4,1.045,0,0,0,0,0
UEN/EE/2023/331,Ama Antwi,Electrical Eng.,400,2,2.71,71.1,0.779,1,0,0,0,1
UEN/CS/2020/332,Kow Boateng,Computer Science,100,2,4.0,96.1,1.015,0,0,0,0,0
UEN/BA/2023/333,Efua Darko,Business Admin.,400,1,2.06,65.8,0.719,2,0,0,0,1
UEN/ME/2021/334,Adjoa Antwi,Mech. Engineering,200,2,2.46,61.1,0.554,3,0,1,0,1
UEN/ME/2021/335,Ama Ansah,Mech. Engineering,200,1,3.34,83.7,1.048,0,0,0,0,0
UEN/CS/2023/336,Kwadwo Osei,Computer Science,400,2,2.58,82.4,0.713,1,0,0,0,0
UEN/CS/2021/337,Poku Ansah,Computer Science,200,1,2.02,73.6,0.618,2,0,1,0,1
UEN/BA/2022/338,Owusu Agyemang,Business Admin.,300,2,3.55,100.0,1.027,0,0,0,0,0
UEN/BA/2023/339,Akosua Addo,Business Admin.,400,2,1.94,57.6,0.669,2,0,0,0,0
UEN/CS/2021/340,Adjoa Quartey,Computer Science,200,1,3.32,92.6,0.956,0,0,0,0,0
UEN/CS/2020/341,Efua Nyarko,Computer Science,100,1,2.94,85.5,0.893,1,0,0,0,0
UEN/CS/2022/342,Esi Asante,Computer Science,300,1,2.91,89.3,1.121,2,0,0,0,0
UEN/EE/2020/343,Poku Addo,Electrical Eng.,100,2,2.47,85.9,1.089,1,0,0,0,0
UEN/EE/2021/344,Kofi Owusu,Electrical Eng.,200,2,3.37,95.3,0.87,0,0,0,0,0
UEN/BA/2023/345,Ewurama Owusu,Business Admin.,400,2,3.52,89.1,0.926,0,0,0,0,0
UEN/BA/2020/346,Poku Amoah,Business Admin.,100,2,2.76,87.6,0.897,1,0,0,0,0
UEN/ME/2021/347,Serwaa Adjei,Mech. Engineering,200,1,3.01,97.5,1.049,1,0,0,0,0
UEN/CS/2023/348,Efua Frimpong,Computer Science,400,2,3.86,81.5,0.916,3,0,0,0,0
UEN/CS/2022/349,Kow Asante,Computer Science,300,1,1.87,58.4,0.632,2,0,0,0,1
UEN/EE/2021/350,Kojo Ntiamoah,Electrical Eng.,200,2,3.81,85.2,0.972,1,0,0,0,0
UEN/EE/2021/351,Maame Acheampong,Electrical Eng.,200,1,2.53,95.0,0.761,1,0,0,0,0
UEN/BA/2022/352,Kofi Ntiamoah,Business Admin.,300,2,2.35,76.1,0.798,1,0,0,0,0
UEN/CS/2021/353,Adwoa Danso,Computer Science,200,1,1.45,45.6,0.529,3,1,0,1,1
UEN/EE/2023/354,Nana Adjei,Electrical Eng.,400,2,2.93,89.4,1.028,0,0,0,0,0
UEN/EE/2020/355,Fiifi Asante,Electrical Eng.,100,1,2.87,72.1,0.843,2,0,0,0,0
UEN/EE/2020/356,Akua Fordjour,Electrical Eng.,100,2,2.43,72.9,0.735,1,0,0,0,0
UEN/BA/2020/357,Kobby Kumi,Business Admin.,100,1,3.9,100.0,1.029,0,0,0,0,0
UEN/CS/2020/358,Akua Frimpong,Computer Science,100,1,1.23,67.3,0.807,2,1,0,1,1
UEN/CS/2022/359,Kwame Quartey,Computer Science,300,1,3.06,78.7,0.875,1,0,0,0,0
UEN/BA/2020/360,Kow Twumasi,Business Admin.,100,1,3.95,96.1,0.95,0,0,0,0,0
UEN/ME/2021/361,Kofi Appiah,Mech. Engineering,200,1,3.18,77.3,0.908,1,0,0,0,0
UEN/BA/2020/362,Ama Adjei,Business Admin.,100,1,3.48,74.1,0.825,0,0,0,0,0
UEN/EE/2021/363,Abena Asante,Electrical Eng.,200,2,2.09,60.8,0.584,2,0,0,0,1
UEN/CS/2022/364,Ato Acheampong,Computer Science,300,2,2.91,75.7,0.852,1,0,0,0,0
UEN/CS/2021/365,Poku Twumasi,Computer Science,200,1,3.76,100.0,0.84,0,0,0,0,0
UEN/ME/2022/366,Nana Owusu,Mech. Engineering,300,2,3.23,81.8,0.745,0,0,0,0,0
UEN/EE/2022/367,Kwabena Bonsu,Electrical Eng.,300,1,2.1,78.4,0.727,2,0,0,0,1
UEN/BA/2023/368,Fiifi Osei,Business Admin.,400,2,3.43,90.9,0.93,0,0,0,0,0
UEN/ME/2021/369,Esi Twumasi,Mech. Engineering,200,2,3.05,85.3,0.949,0,0,0,0,0
UEN/BA/2023/370,Barimah Twumasi,Business Admin.,400,1,1.92,59.3,0.601,3,0,0,0,1
UEN/EE/2020/371,Poku Nyarko,Electrical Eng.,100,1,3.03,81.6,0.872,1,0,0,0,0
UEN/BA/2020/372,Adwoa Adjei,Business Admin.,100,1,2.87,81.1,0.695,1,0,0,0,0
UEN/BA/2020/373,Akosua Darko,Business Admin.,100,2,3.28,70.2,0.863,1,0,0,0,0
UEN/BA/2023/374,Akosua Twumasi,Business Admin.,400,1,3.13,74.5,0.838,1,0,0,0,0
UEN/CS/2020/375,Kobby Acheampong,Computer Science,100,2,3.19,80.6,0.88,2,0,0,0,0
UEN/CS/2020/376,Kwabena Kumi,Computer Science,100,1,3.16,88.6,0.897,1,0,0,0,0
UEN/CS/2022/377,Ama Quartey,Computer Science,300,1,2.14,74.6,0.588,2,0,1,0,1
UEN/CS/2021/378,Fiifi Mensah,Computer Science,200,1,2.77,84.0,0.805,2,0,0,0,0
UEN/BA/2022/379,Akosua Fordjour,Business Admin.,300,2,3.53,100.0,0.749,0,0,0,0,0
UEN/BA/2021/380,Kwabena Twumasi,Business Admin.,200,1,3.65,92.6,0.925,0,0,0,0,0
UEN/ME/2020/381,Adwoa Tawiah,Mech. Engineering,100,2,3.7,98.0,0.842,0,0,0,0,0
UEN/EE/2021/382,Adwoa Appiah,Electrical Eng.,200,1,2.4,69.0,0.643,1,0,0,0,0
UEN/CS/2021/383,Akosua Agyei,Computer Science,200,2,4.0,90.9,0.949,0,0,0,0,0
UEN/ME/2020/384,Adjoa Agyemang,Mech. Engineering,100,2,2.16,81.4,0.627,1,0,0,0,1
UEN/EE/2022/385,Ewurama Owusu,Electrical Eng.,300,2,4.0,90.6,0.928,0,0,0,0,0
UEN/EE/2023/386,Efua Asante,Electrical Eng.,400,2,3.25,97.7,0.987,1,0,0,0,0
UEN/EE/2023/387,Kweku Adjei,Electrical Eng.,400,2,1.69,70.1,0.478,4,0,1,0,1
UEN/EE/2023/388,Serwaa Owusu,Electrical Eng.,400,2,3.13,80.3,0.716,1,0,0,0,0
UEN/ME/2022/389,Kobby Quartey,Mech. Engineering,300,1,2.76,74.7,0.83,1,0,0,0,0
UEN/ME/2021/390,Adwoa Addo,Mech. Engineering,200,2,3.99,100.0,0.935,0,0,0,0,0
UEN/BA/2020/391,Adwoa Darko,Business Admin.,100,2,2.61,83.1,0.984,1,0,0,0,0
UEN/ME/2020/392,Kojo Bonsu,Mech. Engineering,100,1,2.21,87.0,0.76,1,0,0,0,0
UEN/BA/2022/393,Ama Appiah,Business Admin.,300,2,2.83,93.2,0.837,1,0,0,0,0
UEN/BA/2022/394,Fiifi Agyemang,Business Admin.,300,1,1.97,61.3,0.662,3,1,1,0,1
UEN/BA/2020/395,Asante Adjei,Business Admin.,100,2,3.31,79.3,0.742,1,0,0,0,0
UEN/BA/2021/396,Afia Kumi,Business Admin.,200,1,3.94,96.8,0.987,0,0,0,0,0
UEN/BA/2022/397,Owusu Ansah,Business Admin.,300,2,2.18,68.8,0.66,2,0,0,0,0
UEN/EE/2021/398,Abena Danso,Electrical Eng.,200,2,3.29,88.6,0.825,1,0,0,0,0
UEN/CS/2022/399,Ewurama Sarpong,Computer Science,300,1,4.0,91.9,0.925,0,0,0,0,0
UEN/BA/2023/400,Kwadwo Tawiah,Business Admin.,400,1,2.84,61.7,0.682,1,0,0,0,0
UEN/CS/2023/401,Nana Bonsu,Computer Science,400,1,4.0,97.0,0.992,0,0,0,0,0
UEN/CS/2022/402,Fiifi Frimpong,Computer Science,300,2,2.76,86.0,0.65,1,0,0,0,0
UEN/ME/2022/403,Kwadwo Appiah,Mech. Engineering,300,1,2.84,75.4,0.964,2,0,0,0,0
UEN/BA/2021/404,Serwaa Osei,Business Admin.,200,1,3.72,84.5,0.888,0,0,0,0,0
UEN/CS/2021/405,Adwoa Danso,Computer Science,200,2,2.55,68.8,0.841,2,0,0,0,0
UEN/BA/2021/406,Ato Agyemang,Business Admin.,200,2,3.37,100.0,0.957,0,0,0,0,0
UEN/ME/2021/407,Ohemaa Sarpong,Mech. Engineering,200,1,3.01,72.3,0.852,1,0,0,0,0
UEN/BA/2021/408,Poku Addo,Business Admin.,200,1,3.31,100.0,0.776,1,0,0,0,0
UEN/ME/2020/409,Serwaa Quartey,Mech. Engineering,100,2,3.15,80.9,0.779,1,0,0,0,0
UEN/ME/2020/410,Yaw Antwi,Mech. Engineering,100,2,3.79,95.3,0.881,1,0,0,0,0
UEN/BA/2021/411,Maame Agyemang,Business Admin.,200,1,2.51,81.4,0.748,2,0,0,0,0
UEN/CS/2021/412,Afia Ansah,Computer Science,200,2,2.91,74.2,0.633,2,0,0,0,0
UEN/CS/2023/413,Kwabena Owusu,Computer Science,400,1,2.35,69.3,0.833,1,0,0,0,1
UEN/EE/2020/414,Nana Twumasi,Electrical Eng.,100,2,2.34,77.4,0.734,1,0,0,0,0
UEN/EE/2021/415,Esi Agyemang,Electrical Eng.,200,2,3.5,100.0,0.739,0,0,0,0,0
UEN/EE/2020/416,Kwabena Mensah,Electrical Eng.,100,1,3.29,70.3,0.754,1,0,0,0,0
UEN/CS/2021/417,Yaw Agyei,Computer Science,200,2,3.14,90.6,1.055,0,0,0,0,0
UEN/BA/2021/418,Kow Nyarko,Business Admin.,200,2,3.07,79.0,0.858,1,0,0,0,0
UEN/CS/2020/419,Fiifi Appiah,Computer Science,100,2,2.54,78.4,0.737,1,0,0,0,1
UEN/CS/2022/420,Efua Quartey,Computer Science,300,1,3.42,79.6,0.866,2,0,0,0,0
UEN/EE/2021/421,Kobby Adjei,Electrical Eng.,200,1,3.05,84.9,0.744,1,0,0,0,0
UEN/CS/2021/422,Serwaa Agyei,Computer Science,200,1,2.74,78.6,0.665,1,0,0,0,0
UEN/EE/2023/423,Ama Appiah,Electrical Eng.,400,1,2.48,39.6,0.521,3,1,1,0,1
UEN/BA/2020/424,Ewurama Quartey,Business Admin.,100,1,1.88,55.9,0.465,3,1,0,0,1
UEN/EE/2021/425,Kobby Bonsu,Electrical Eng.,200,2,3.9,93.0,0.927,1,0,0,0,0
UEN/EE/2021/426,Adwoa Owusu,Electrical Eng.,200,2,3.35,91.5,0.895,0,0,0,0,0
UEN/CS/2020/427,Abena Appiah,Computer Science,100,1,4.0,100.0,1.099,2,0,0,0,0
UEN/BA/2020/428,Kow Appiah,Business Admin.,100,1,3.8,91.8,0.967,0,0,0,0,0
UEN/EE/2023/429,Yaw Sarpong,Electrical Eng.,400,2,2.9,74.5,0.846,0,0,0,0,0
UEN/EE/2022/430,Ohemaa Adjei,Electrical Eng.,300,2,3.21,80.3,0.919,1,0,0,0,0
UEN/EE/2022/431,Nana Nyarko,Electrical Eng.,300,1,3.09,78.4,0.904,2,0,0,0,0
UEN/BA/2021/432,Yaw Appiah,Business Admin.,200,2,3.67,93.4,0.647,0,0,0,0,0
UEN/ME/2021/433,Akua Antwi,Mech. Engineering,200,2,2.09,64.7,0.63,2,0,0,0,1
UEN/CS/2020/434,Akosua Appiah,Computer Science,100,1,2.67,74.8,0.749,1,0,0,0,0
UEN/BA/2022/435,Ama Ansah,Business Admin.,300,2,3.87,83.4,1.127,0,0,0,0,0
UEN/EE/2022/436,Esi Antwi,Electrical Eng.,300,1,3.71,100.0,1.049,0,0,0,0,0
UEN/ME/2023/437,Kojo Mensah,Mech. Engineering,400,2,1.54,48.3,0.573,3,1,0,0,1
UEN/ME/2022/438,Yaw Boateng,Mech. Engineering,300,1,2.21,64.6,0.752,1,0,0,0,0
UEN/BA/2020/439,Ohemaa Twumasi,Business Admin.,100,2,3.24,90.6,0.793,1,0,0,0,0
UEN/EE/2020/440,Yaw Quartey,Electrical Eng.,100,1,2.78,100.0,0.785,1,0,0,0,0
UEN/BA/2022/441,Kobby Sarpong,Business Admin.,300,2,3.78,84.1,0.911,1,0,0,0,0
UEN/BA/2023/442,Kwesi Antwi,Business Admin.,400,2,3.19,96.4,0.673,1,0,0,0,0
UEN/ME/2020/443,Kwabena Asante,Mech. Engineering,100,2,3.35,87.0,0.755,0,0,0,0,0
UEN/CS/2020/444,Esi Fordjour,Computer Science,100,1,2.95,77.5,0.781,2,0,0,0,0
UEN/EE/2021/445,Kofi Antwi,Electrical Eng.,200,2,3.58,94.1,0.939,0,0,0,0,0
UEN/BA/2020/446,Maame Agyei,Business Admin.,100,1,3.39,76.8,0.756,0,0,0,0,0
UEN/CS/2021/447,Kow Fordjour,Computer Science,200,2,2.52,73.5,0.802,2,0,0,0,0
UEN/BA/2021/448,Abena Sarpong,Business Admin.,200,1,1.73,55.3,0.612,2,0,0,0,1
UEN/ME/2023/449,Ato Acheampong,Mech. Engineering,400,2,3.8,84.2,0.867,0,0,0,0,0
UEN/ME/2020/450,Kofi Fordjour,Mech. Engineering,100,2,2.78,86.5,0.897,0,0,0,0,0
UEN/CS/2021/451,Kwadwo Osei,Computer Science,200,2,3.04,81.6,0.67,1,0,0,0,0
UEN/ME/2021/452,Kofi Mensah,Mech. Engineering,200,1,2.65,83.1,0.749,1,0,0,0,0
UEN/ME/2021/453,Kweku Amoah,Mech. Engineering,200,2,2.82,64.9,0.707,2,0,0,0,1
UEN/EE/2020/454,Afia Danso,Electrical Eng.,100,2,4.0,99.1,0.922,0,0,0,0,0
UEN/BA/2021/455,Kwesi Adjei,Business Admin.,200,2,3.56,64.4,0.818,0,0,0,0,0
UEN/BA/2023/456,Kofi Fordjour,Business Admin.,400,2,2.3,92.9,0.633,1,0,0,0,0
UEN/CS/2021/457,Kofi Osei,Computer Science,200,2,2.53,79.6,0.87,2,0,0,0,0
UEN/EE/2022/458,Adjoa Asante,Electrical Eng.,300,2,3.14,69.9,0.661,3,0,0,0,0
UEN/CS/2020/459,Ato Danso,Computer Science,100,1,2.05,56.8,0.751,2,0,1,0,1
UEN/ME/2023/460,Kweku Owusu,Mech. Engineering,400,1,2.75,82.0,0.715,1,0,0,0,1
UEN/BA/2021/461,Ohemaa Fordjour,Business Admin.,200,1,2.62,97.0,0.951,0,0,0,0,0
UEN/BA/2023/462,Owusu Tawiah,Business Admin.,400,1,3.26,85.9,0.833,0,0,0,0,0
UEN/EE/2020/463,Kwame Frimpong,Electrical Eng.,100,1,2.79,58.4,0.843,1,0,0,0,0
UEN/CS/2022/464,Kojo Ansah,Computer Science,300,2,3.11,86.4,0.838,1,0,0,0,0
UEN/CS/2021/465,Abena Darko,Computer Science,200,1,3.0,80.9,0.724,2,0,0,0,0
UEN/EE/2021/466,Adjoa Bonsu,Electrical Eng.,200,1,2.93,77.1,0.765,0,0,0,0,0
UEN/EE/2020/467,Owusu Twumasi,Electrical Eng.,100,1,3.63,88.1,0.872,0,0,0,0,0
UEN/CS/2020/468,Ato Ntiamoah,Computer Science,100,1,3.0,78.9,0.633,1,0,0,0,0
UEN/EE/2020/469,Kwame Tawiah,Electrical Eng.,100,2,2.73,81.5,0.815,1,0,0,0,0
UEN/EE/2021/470,Ohemaa Quartey,Electrical Eng.,200,1,2.69,53.6,0.717,1,0,0,0,0
UEN/ME/2023/471,Efua Antwi,Mech. Engineering,400,1,3.12,84.4,0.975,1,0,0,0,0
UEN/CS/2022/472,Fiifi Owusu,Computer Science,300,1,1.55,75.3,0.642,2,1,0,0,1
UEN/EE/2021/473,Yaw Appiah,Electrical Eng.,200,2,3.26,73.1,0.957,1,0,0,0,0
UEN/BA/2022/474,Ama Nyarko,Business Admin.,300,2,3.56,81.1,0.92,0,0,0,0,0
UEN/CS/2021/475,Akua Kumi,Computer Science,200,1,3.85,100.0,1.034,0,0,0,0,0
UEN/ME/2020/476,Barimah Quartey,Mech. Engineering,100,2,2.77,70.4,0.812,2,0,0,0,0
UEN/CS/2021/477,Fiifi Adjei,Computer Science,200,1,2.42,68.1,0.864,1,0,0,0,0
UEN/CS/2020/478,Poku Twumasi,Computer Science,100,2,4.0,98.4,0.952,0,0,0,0,0
UEN/ME/2023/479,Akosua Kumi,Mech. Engineering,400,2,2.98,88.5,0.785,2,0,0,0,0
UEN/BA/2023/480,Kojo Fordjour,Business Admin.,400,2,3.52,82.3,0.883,0,0,0,0,0
UEN/CS/2023/481,Kobby Frimpong,Computer Science,400,1,3.52,93.8,0.987,0,0,0,0,0
UEN/ME/2022/482,Serwaa Ansah,Mech. Engineering,300,1,2.18,77.0,0.811,1,0,0,0,1
UEN/CS/2022/483,Maame Agyei,Computer Science,300,1,2.5,83.5,0.705,2,0,0,0,0
UEN/BA/2021/484,Serwaa Bonsu,Business Admin.,200,1,3.47,97.8,1.194,0,0,0,0,0
UEN/EE/2022/485,Asante Barimah,Electrical Eng.,300,1,2.86,82.6,0.882,1,0,0,0,0
UEN/BA/2021/486,Barimah Nyarko,Business Admin.,200,1,2.26,63.2,0.644,3,0,0,0,1
UEN/CS/2023/487,Barimah Asante,Computer Science,400,1,4.0,83.4,0.951,0,0,0,0,0
UEN/CS/2022/488,Kobby Antwi,Computer Science,300,1,3.54,94.0,0.9,1,0,0,0,0
UEN/CS/2021/489,Ohemaa Agyei,Computer Science,200,2,2.93,76.9,0.715,1,0,0,0,0
UEN/BA/2023/490,Owusu Agyemang,Business Admin.,400,1,3.43,86.2,0.883,0,0,0,0,0
UEN/EE/2022/491,Akosua Ntiamoah,Electrical Eng.,300,2,2.83,92.2,0.855,1,0,0,0,0
UEN/CS/2020/492,Ohemaa Asante,Computer Science,100,1,3.53,80.9,0.809,2,0,0,0,0
UEN/CS/2022/493,Owusu Owusu,Computer Science,300,1,1.65,59.0,0.771,2,1,0,0,1
UEN/BA/2021/494,Ohemaa Asante,Business Admin.,200,1,3.55,82.3,0.921,2,0,0,0,0
UEN/CS/2022/495,Kwame Twumasi,Computer Science,300,1,3.66,82.2,0.957,1,0,0,0,0
UEN/BA/2021/496,Akua Osei,Business Admin.,200,1,3.43,90.0,0.974,0,0,0,0,0
UEN/BA/2020/497,Poku Adjei,Business Admin.,100,1,2.53,59.2,0.6,2,0,1,0,1
UEN/CS/2021/498,Kweku Amoah,Computer Science,200,2,3.49,81.5,0.94,0,0,0,0,0
UEN/EE/2021/499,Akosua Asante,Electrical Eng.,200,2,1.49,73.6,0.696,3,1,0,1,1
UEN/ME/2021/500,Efua Frimpong,Mech. Engineering,200,2,2.8,75.3,0.839,1,0,0,0,0
UEN/CS/2022/501,Kobby Sarpong,Computer Science,300,2,2.3,71.3,0.854,1,0,0,0,1
UEN/ME/2022/502,Asante Asante,Mech. Engineering,300,1,2.6,85.3,0.815,0,0,0,0,0
UEN/BA/2020/503,Kwame Addo,Business Admin.,100,2,2.29,68.2,0.749,1,0,0,0,0
UEN/CS/2022/504,Afia Sarpong,Computer Science,300,1,2.73,79.8,0.807,1,0,0,0,0
UEN/ME/2021/505,Akosua Frimpong,Mech. Engineering,200,2,3.93,92.7,0.799,0,0,0,0,0
UEN/CS/2021/506,Poku Asante,Computer Science,200,2,3.38,90.3,0.759,0,0,0,0,0
UEN/ME/2021/507,Kwabena Bonsu,Mech. Engineering,200,2,3.24,99.4,1.032,0,0,0,0,0
